shapeid,x,y
4311,-0.9229,45.9267
4311,-0.924,45.9225
4311,-0.9383,45.9101
4311,-0.9384,45.9101
4311,-0.9524,45.9025
4311,-0.9525,45.9025
4311,-0.9685,45.9003
4311,-0.9686,45.9003
4311,-0.9672,45.9024
4311,-0.9718,45.9075
4311,-0.9777,45.9119
4311,-0.9796,45.9114
4311,-0.9797,45.9114
4311,-0.9787,45.9297
4311,-0.9797,45.9336
4311,-0.9891,45.9357
4311,-1.0009,45.9347
4311,-1.0104,45.9359
4311,-1.0131,45.9447
4311,-1.0131,45.9448
4311,-1.0116,45.9571
4311,-1.0073,45.967
4311,-1.0003,45.9741
4311,-0.9907,45.9782
4311,-0.9787,45.9779
4311,-0.9786,45.9779
4311,-0.9592,45.9684
4311,-0.9462,45.967
4311,-0.9374,45.9697
4311,-0.9183,45.982
4311,-0.913,45.9893
4311,-0.9129,45.9893
4311,-0.9069,45.9854
4311,-0.9068,45.9854
4312,-0.6352,45.767
4312,-0.6352,45.7559
4312,-0.6008,45.7618
4312,-0.5908,45.7559
4312,-0.5908,45.7558
4312,-0.6016,45.7389
4312,-0.6016,45.7388
4312,-0.6308,45.7307
4312,-0.6594,45.735
4312,-0.6594,45.7351
4312,-0.6595,45.7351
4312,-0.6686,45.7558
4312,-0.6686,45.7559
4312,-0.6433,45.7687
4312,-0.6352,45.7671
4313,-1.024,45.6448
4313,-1.0195,45.6438
4313,-1.0061,45.6459
4313,-1.0018,45.6448
4313,-1.0014,45.6424
4313,-1.0024,45.6358
4313,-1.0018,45.6337
4313,-0.9904,45.6293
4313,-0.9793,45.628
4313,-0.972,45.6219
4313,-0.9715,45.6033
4313,-0.9716,45.6033
4313,-0.9861,45.5903
4313,-0.9869,45.5913
4313,-0.9909,45.6101
4313,-0.9972,45.6143
4313,-1.0303,45.6229
4313,-1.0744,45.6538
4313,-1.0463,45.6559
4313,-1.0374,45.661
4313,-1.0338,45.6645
4313,-1.0351,45.667
4313,-1.0352,45.667
4313,-1.0284,45.6632
4313,-1.0284,45.6631
4313,-1.0272,45.6576
4313,-1.0272,45.6513
4314,-1.1614,44.6662
4314,-1.1002,44.6553
4314,-1.0656,44.6591
4314,-1.055,44.6322
4314,-1.055,44.6321
4314,-1.0777,44.6237
4314,-1.1129,44.6213
4314,-1.1351,44.6003
4314,-1.1632,44.6236
4314,-1.1701,44.6625
4314,-1.1689,44.666
4315,-1.1017,44.767
4315,-1.0804,44.7647
4315,-1.0452,44.7695
4315,-1.0351,44.767
4315,-1.0202,44.7375
4315,-1.0202,44.7374
4315,-1.0321,44.7144
4315,-1.0576,44.6945
4315,-1.0692,44.7032
4315,-1.0555,44.7032
4315,-1.0653,44.7175
4315,-1.1409,44.7681
4315,-1.1517,44.7714
4315,-1.1564,44.7734
4315,-1.1606,44.7765
4315,-1.1619,44.7771
4315,-1.1556,44.7996
4315,-1.1555,44.7996
4315,-1.1471,44.7986
4315,-1.1316,44.7933
4315,-1.1191,44.786
4315,-1.1174,44.7841
4315,-1.1161,44.7819
4315,-1.1129,44.7781
4315,-1.1014,44.7683
4316,-0.9574,44.6225
4316,-0.9575,44.6225
4316,-0.964,44.6279
4316,-0.9854,44.6395
4316,-0.9855,44.6395
4316,-0.9855,44.6396
4316,-0.9908,44.6447
4316,-0.9899,44.6612
4316,-0.9813,44.6736
4316,-0.9813,44.6737
4316,-0.9692,44.68
4316,-0.9691,44.68
4316,-0.9574,44.6781
4316,-0.9531,44.6692
4316,-0.9512,44.6531
4316,-0.9524,44.6356
4317,-1.4152,43.7173
4317,-1.4058,43.6767
4317,-1.3795,43.6781
4317,-1.3795,43.678
4317,-1.3837,43.6573
4317,-1.3837,43.6572
4317,-1.3838,43.6572
4317,-1.3966,43.645
4317,-1.4351,43.6336
4317,-1.444,43.6516
4317,-1.444,43.6517
4317,-1.434,43.6937
4317,-1.4347,43.7131
4317,-1.4326,43.7218
4317,-1.4325,43.7218
4317,-1.4153,43.7174
4318,-5.8232,43.5335
4318,-5.8294,43.5275
4318,-5.8295,43.5275
4318,-5.8677,43.5335
4318,-5.9123,43.5309
4318,-5.9233,43.5335
4318,-5.9349,43.55
4318,-5.9488,43.5884
4318,-5.9074,43.5884
4318,-5.9034,43.5954
4318,-5.8323,43.5454
4318,-5.8232,43.5336
4319,-1.4573,43.5225
4319,-1.4526,43.5105
4319,-1.4176,43.5122
4319,-1.4175,43.5122
4319,-1.4129,43.5003
4319,-1.4124,43.4883
4319,-1.4124,43.4882
4319,-1.4175,43.4829
4319,-1.4176,43.4829
4319,-1.4351,43.478
4319,-1.4369,43.4751
4319,-1.4377,43.4708
4319,-1.4399,43.4673
4319,-1.4461,43.4669
4319,-1.4462,43.4669
4319,-1.4474,43.4694
4319,-1.4485,43.474
4319,-1.4513,43.4779
4319,-1.4573,43.478
4319,-1.4661,43.4728
4319,-1.4809,43.4593
4319,-1.4809,43.4592
4319,-1.4906,43.4558
4319,-1.5425,43.4566
4319,-1.5697,43.4641
4319,-1.5698,43.4641
4319,-1.5752,43.4695
4319,-1.5722,43.4739
4319,-1.5663,43.4822
4319,-1.562,43.4935
4319,-1.5619,43.4935
4319,-1.5547,43.5001
4319,-1.5547,43.5002
4319,-1.5533,43.5014
4319,-1.514,43.5386
4319,-1.5063,43.5501
4319,-1.4769,43.5801
4319,-1.4753,43.5873
4319,-1.4711,43.5865
4319,-1.4461,43.5763
4319,-1.4461,43.5762
4319,-1.4449,43.5623
4319,-1.4463,43.5483
4319,-1.4503,43.5348
4319,-1.4504,43.5348
4320,-5.6892,43.5786
4320,-5.6775,43.5611
4320,-5.6256,43.555
4320,-5.6175,43.5552
4320,-5.6121,43.5448
4320,-5.6121,43.5447
4320,-5.6344,43.5212
4320,-5.6688,43.5048
4320,-5.7083,43.5
4320,-5.7455,43.5113
4320,-5.7462,43.5273
4320,-5.7287,43.5427
4320,-5.7132,43.5735
4320,-5.7132,43.5736
4320,-5.7089,43.5686
4320,-5.702,43.5686
4320,-5.6968,43.5828
4321,-8.1892,43.4933
4321,-8.1892,43.4934
4321,-8.1893,43.5074
4321,-8.1893,43.5075
4321,-8.1785,43.5102
4321,-8.1784,43.5102
4321,-8.1784,43.5101
4321,-8.1891,43.4934
4322,-8.1475,43.5172
4322,-8.145,43.5003
4322,-8.145,43.5002
4322,-8.1676,43.4876
4322,-8.1686,43.492
4322,-8.1735,43.4927
4322,-8.1891,43.4876
4322,-8.1892,43.4932
4322,-8.1892,43.4934
4322,-8.1891,43.4935
4322,-8.1786,43.5101
4322,-8.1892,43.5074
4322,-8.1893,43.5074
4322,-8.1893,43.5075
4322,-8.1896,43.5336
4322,-8.1895,43.5336
4322,-8.158,43.5262
4323,-8.1809,43.4727
4323,-8.1783,43.4558
4323,-8.1784,43.4558
4323,-8.1879,43.457
4323,-8.2144,43.4535
4323,-8.2145,43.4535
4323,-8.2228,43.4558
4323,-8.2232,43.4581
4323,-8.2223,43.4649
4323,-8.2228,43.4669
4323,-8.2246,43.4678
4323,-8.1856,43.4715
4324,-8.1892,43.4932
4324,-8.1937,43.4861
4324,-8.1965,43.4852
4324,-8.2343,43.4806
4324,-8.2365,43.4882
4324,-8.2365,43.4881
4324,-8.2366,43.4881
4324,-8.2367,43.4881
4324,-8.2368,43.4881
4324,-8.2369,43.4881
4324,-8.237,43.4881
4324,-8.2371,43.4881
4324,-8.2372,43.4881
4324,-8.2373,43.4881
4324,-8.2374,43.4881
4324,-8.2374,43.4882
4324,-8.2375,43.4882
4324,-8.2376,43.4882
4324,-8.2377,43.4882
4324,-8.2378,43.4882
4324,-8.2379,43.4882
4324,-8.238,43.4882
4324,-8.238,43.4883
4324,-8.2381,43.4883
4324,-8.2382,43.4883
4324,-8.2383,43.4883
4324,-8.2384,43.4884
4324,-8.2385,43.4884
4324,-8.2386,43.4885
4324,-8.2387,43.4885
4324,-8.2388,43.4886
4324,-8.2389,43.4886
4324,-8.239,43.4887
4324,-8.2392,43.4888
4324,-8.2393,43.4888
4324,-8.2394,43.4889
4324,-8.2394,43.489
4324,-8.2395,43.489
4324,-8.2396,43.4891
4324,-8.2397,43.4892
4324,-8.2398,43.4893
4324,-8.2399,43.4894
4324,-8.24,43.4895
4324,-8.2401,43.4896
4324,-8.2401,43.4897
4324,-8.2402,43.4897
4324,-8.2402,43.4898
4324,-8.2403,43.4899
4324,-8.2404,43.49
4324,-8.2404,43.4901
4324,-8.2405,43.4901
4324,-8.2405,43.4902
4324,-8.2406,43.4903
4324,-8.2406,43.4904
4324,-8.2407,43.4906
4324,-8.2407,43.4907
4324,-8.2408,43.4908
4324,-8.2408,43.4909
4324,-8.2409,43.4911
4324,-8.2409,43.4912
4324,-8.2409,43.4913
4324,-8.2409,43.4914
4324,-8.241,43.4914
4324,-8.241,43.4915
4324,-8.241,43.4916
4324,-8.241,43.4917
4324,-8.241,43.4918
4324,-8.241,43.4919
4324,-8.241,43.492
4324,-8.241,43.4921
4324,-8.241,43.4922
4324,-8.241,43.4923
4324,-8.241,43.4924
4324,-8.241,43.4926
4324,-8.2409,43.4927
4324,-8.2409,43.4928
4324,-8.2408,43.493
4324,-8.2407,43.4931
4324,-8.2407,43.4932
4324,-8.2406,43.4933
4324,-8.2405,43.4934
4324,-8.2404,43.4935
4324,-8.2403,43.4936
4324,-8.2402,43.4937
4324,-8.2401,43.4938
4324,-8.24,43.4938
4324,-8.2399,43.4939
4324,-8.2398,43.4939
4324,-8.2396,43.494
4324,-8.2395,43.494
4324,-8.2394,43.4941
4324,-8.2392,43.4941
4324,-8.2357,43.4945
4324,-8.2044,43.5037
4324,-8.1893,43.5075
4324,-8.1892,43.5075
4324,-8.1892,43.5074
4324,-8.1891,43.4935
4324,-8.1891,43.4934
4325,-3.8029,43.4936
4325,-3.795,43.4909
4325,-3.7939,43.4912
4325,-3.7879,43.4883
4325,-3.788,43.4882
4325,-3.788,43.4881
4325,-3.788,43.488
4325,-3.7881,43.4879
4325,-3.7881,43.4878
4325,-3.7882,43.4877
4325,-3.7882,43.4876
4325,-3.7883,43.4876
4325,-3.7883,43.4875
4325,-3.7884,43.4874
4325,-3.7885,43.4872
4325,-3.7885,43.4871
4325,-3.7886,43.487
4325,-3.7887,43.487
4325,-3.7887,43.4869
4325,-3.7888,43.4868
4325,-3.7889,43.4868
4325,-3.7889,43.4867
4325,-3.789,43.4866
4325,-3.7891,43.4866
4325,-3.7892,43.4865
4325,-3.7893,43.4864
4325,-3.7894,43.4863
4325,-3.7895,43.4863
4325,-3.7896,43.4862
4325,-3.7897,43.4862
4325,-3.7898,43.4861
4325,-3.7899,43.4861
4325,-3.7899,43.486
4325,-3.79,43.486
4325,-3.7901,43.4859
4325,-3.7902,43.4859
4325,-3.7903,43.4859
4325,-3.7904,43.4858
4325,-3.7905,43.4858
4325,-3.8112,43.479
4325,-3.8288,43.4705
4325,-3.838,43.4629
4325,-3.8314,43.4571
4325,-3.8313,43.457
4325,-3.8312,43.457
4325,-3.8311,43.4569
4325,-3.831,43.4568
4325,-3.8309,43.4567
4325,-3.8308,43.4566
4325,-3.8307,43.4565
4325,-3.8306,43.4565
4325,-3.8306,43.4564
4325,-3.8306,43.4563
4325,-3.8305,43.4563
4325,-3.8305,43.4562
4325,-3.831,43.456
4325,-3.8443,43.4451
4325,-3.8339,43.4359
4325,-3.8293,43.4331
4325,-3.8238,43.4308
4325,-3.8273,43.43
4325,-3.83,43.4301
4325,-3.8315,43.4291
4325,-3.8313,43.4246
4325,-3.8202,43.4243
4325,-3.8112,43.4255
4325,-3.7965,43.4308
4325,-3.7952,43.4317
4325,-3.7849,43.4142
4325,-3.7791,43.4114
4325,-3.7791,43.4113
4325,-3.786,43.4034
4325,-3.809,43.3905
4325,-3.8216,43.3877
4325,-3.8346,43.3891
4325,-3.8347,43.3891
4325,-3.8409,43.396
4325,-3.8478,43.4174
4325,-3.8569,43.4224
4325,-3.868,43.4224
4325,-3.8681,43.4224
4325,-3.8681,43.4225
4325,-3.8657,43.4267
4325,-3.8569,43.467
4325,-3.8526,43.4708
4325,-3.8399,43.4751
4325,-3.8346,43.478
4325,-3.8204,43.4952
4325,-3.8167,43.4956
4326,-7.8481,43.4318
4326,-7.8673,43.4336
4326,-7.8674,43.4336
4326,-7.872,43.4361
4326,-7.8721,43.4361
4326,-7.8785,43.4447
4326,-7.9196,43.4491
4326,-7.9334,43.4577
4326,-7.934,43.478
4326,-7.934,43.4781
4326,-7.9045,43.4856
4326,-7.9044,43.4856
4326,-7.8764,43.4807
4326,-7.8763,43.4807
4326,-7.8229,43.4558
4326,-7.8269,43.4452
4326,-7.8348,43.4364
4327,-5.7892,43.4344
4327,-5.7742,43.4326
4327,-5.7566,43.4337
4327,-5.7566,43.4336
4327,-5.7581,43.4209
4327,-5.7538,43.3899
4327,-5.7566,43.3781
4327,-5.7566,43.378
4327,-5.7623,43.3765
4327,-5.7624,43.3765
4327,-5.7899,43.378
4327,-5.7978,43.3695
4327,-5.8059,43.3638
4327,-5.8077,43.3618
4327,-5.8089,43.3596
4327,-5.8121,43.3558
4327,-5.8304,43.3477
4327,-5.8304,43.3476
4327,-5.8568,43.3465
4327,-5.8568,43.3466
4327,-5.8775,43.3584
4327,-5.8788,43.3891
4327,-5.8788,43.3892
4327,-5.8787,43.3892
4327,-5.8645,43.381
4327,-5.8557,43.378
4327,-5.8455,43.3781
4327,-5.8303,43.3882
4327,-5.8122,43.4448
4327,-5.8121,43.4448
4327,-5.8016,43.4386
4328,-1.656,43.3778
4328,-1.6795,43.378
4328,-1.6795,43.3781
4328,-1.6759,43.389
4328,-1.6677,43.3937
4328,-1.6674,43.3989
4328,-1.661,43.3997
4328,-1.6378,43.4238
4328,-1.6155,43.4326
4328,-1.5968,43.4425
4328,-1.593,43.4462
4328,-1.5906,43.4448
4328,-1.5787,43.4382
4328,-1.5787,43.4381
4328,-1.5827,43.4241
4328,-1.6017,43.4003
4328,-1.6119,43.3937
4329,-0.6129,43.4336
4329,-0.6122,43.4291
4329,-0.614,43.4152
4329,-0.613,43.4114
4329,-0.5702,43.4041
4329,-0.5543,43.3934
4329,-0.5574,43.3669
4329,-0.6019,43.3669
4329,-0.6175,43.3749
4329,-0.6342,43.39
4329,-0.6487,43.4102
4329,-0.6575,43.4336
4329,-0.6575,43.4337
4329,-0.6574,43.4337
4329,-0.6516,43.4325
4329,-0.6487,43.4365
4329,-0.6464,43.4447
4329,-0.6464,43.4448
4329,-0.6463,43.4448
4329,-0.6426,43.4428
4329,-0.613,43.4337
4330,-3.4362,43.419
4330,-3.4222,43.4181
4330,-3.4003,43.4229
4330,-3.3939,43.4106
4330,-3.3933,43.4036
4330,-3.3933,43.4035
4330,-3.3939,43.4004
4330,-3.3952,43.3977
4330,-3.4176,43.3846
4330,-3.4459,43.3898
4330,-3.4673,43.4082
4330,-3.4673,43.4083
4330,-3.4679,43.4156
4330,-3.4611,43.4125
4330,-3.447,43.4308
4331,-8.345,43.2891
4331,-8.3538,43.2892
4331,-8.3637,43.292
4331,-8.3783,43.3002
4331,-8.3784,43.3002
4331,-8.3786,43.3023
4331,-8.3781,43.3094
4331,-8.3783,43.3113
4331,-8.4822,43.3536
4331,-8.4836,43.3556
4331,-8.4836,43.3557
4331,-8.476,43.3597
4331,-8.4557,43.3633
4331,-8.4514,43.3674
4331,-8.449,43.372
4331,-8.443,43.3753
4331,-8.3883,43.3859
4331,-8.3847,43.3727
4331,-8.3757,43.363
4331,-8.3649,43.356
4331,-8.3561,43.3448
4331,-8.3557,43.3425
4331,-8.3566,43.3356
4331,-8.3561,43.3336
4331,-8.3475,43.3299
4331,-8.3302,43.3269
4331,-8.3227,43.3225
4331,-8.3227,43.3224
4331,-8.3281,43.3158
4331,-8.3398,43.2944
4332,-4.0236,43.3335
4332,-4.0902,43.3335
4332,-4.0902,43.3336
4332,-4.0857,43.3568
4332,-4.0686,43.3675
4332,-4.0484,43.3752
4332,-4.0347,43.3892
4332,-4.0346,43.3892
4332,-4.0236,43.3836
4332,-4.0235,43.3836
4332,-4.0235,43.3835
4332,-4.0235,43.3336
4332,-4.0235,43.3335
4333,-1.7908,43.3843
4333,-1.7755,43.3762
4333,-1.768,43.3836
4333,-1.7637,43.3849
4333,-1.7456,43.3509
4333,-1.746,43.3448
4333,-1.7461,43.3447
4333,-1.7909,43.3269
4333,-1.8086,43.3294
4333,-1.8228,43.3469
4333,-1.8228,43.347
4333,-1.8254,43.3696
4333,-1.8202,43.3916
4333,-1.8113,43.3951
4333,-1.7914,43.3846
4334,-1.8689,43.3274
4334,-1.8683,43.3002
4334,-1.8861,43.2991
4334,-1.9009,43.3009
4334,-1.9134,43.3051
4334,-1.9239,43.3113
4334,-1.9312,43.3073
4334,-1.9334,43.2989
4334,-1.935,43.278
4334,-1.9445,43.2627
4334,-1.9461,43.2558
4334,-1.9661,43.2552
4334,-1.9928,43.2674
4334,-2.0128,43.2669
4334,-2.0076,43.3034
4334,-2.001,43.3168
4334,-1.9905,43.3225
4334,-1.9839,43.3241
4334,-1.9824,43.3272
4334,-1.9821,43.3306
4334,-1.9821,43.3307
4334,-1.9794,43.3336
4334,-1.9792,43.3357
4334,-1.9718,43.3392
4334,-1.9604,43.3431
4334,-1.9456,43.3426
4334,-1.9337,43.3356
4334,-1.9266,43.3259
4334,-1.9187,43.321
4334,-1.9047,43.3284
4334,-1.9102,43.3314
4334,-1.9124,43.3332
4334,-1.8924,43.338
4334,-1.8795,43.3448
4334,-1.8716,43.3387
4335,-8.4672,43.3002
4335,-8.5072,43.2991
4335,-8.5219,43.3039
4335,-8.5228,43.3224
4335,-8.5228,43.3225
4335,-8.5071,43.3308
4335,-8.507,43.3308
4335,-8.4881,43.3302
4335,-8.4726,43.3201
4336,-5.7037,43.3313
4336,-5.6539,43.3026
4336,-5.6344,43.3114
4336,-5.6258,43.3046
4336,-5.6263,43.2965
4336,-5.6344,43.278
4336,-5.6673,43.2783
4336,-5.6674,43.2783
4336,-5.6876,43.2914
4336,-5.7034,43.309
4336,-5.7233,43.3224
4336,-5.7233,43.3225
4337,-8.693,43.2014
4337,-8.7086,43.2114
4337,-8.7117,43.2336
4337,-8.6949,43.243
4337,-8.6747,43.2436
4337,-8.6592,43.2336
4337,-8.6591,43.2336
4337,-8.656,43.2114
4337,-8.656,43.2113
4337,-8.6561,43.2113
4337,-8.6728,43.2019
4337,-8.6729,43.2019
4338,-2.295,43.1566
4338,-2.3127,43.1669
4338,-2.302,43.1985
4338,-2.302,43.1986
4338,-2.2752,43.2081
4338,-2.2751,43.2081
4338,-2.2476,43.1971
4338,-2.2349,43.1669
4338,-2.235,43.1669
4338,-2.2581,43.1649
4338,-2.2775,43.1586
4339,-2.4183,43.0947
4339,-2.4373,43.1044
4339,-2.4461,43.1336
4339,-2.4332,43.1416
4339,-2.4183,43.1443
4339,-2.4032,43.1416
4339,-2.3905,43.1336
4339,-2.3904,43.1336
4339,-2.3991,43.1044
4339,-2.4182,43.0947
4340,-7.5397,43.0235
4340,-7.534,43.0114
4340,-7.5229,43.0114
4340,-7.5229,43.0113
4340,-7.5302,42.9935
4340,-7.5454,42.9813
4340,-7.5659,42.9786
4340,-7.5896,42.9891
4340,-7.5897,42.9891
4340,-7.5897,42.9892
4340,-7.5847,43.0148
4340,-7.559,43.0502
4340,-7.5563,43.078
4340,-7.5563,43.0781
4340,-7.5519,43.0852
4340,-7.5483,43.0834
4340,-7.5483,43.0833
4340,-7.5482,43.0833
4340,-7.5458,43.0761
4340,-7.5458,43.076
4340,-7.5451,43.0669
4340,-7.5406,43.0566
4341,-4.1679,43.0114
4341,-4.158,43.0105
4341,-4.1429,43.0202
4341,-4.1346,43.0225
4341,-4.1289,43.0204
4341,-4.1193,43.0125
4341,-4.1124,43.0114
4341,-4.1124,43.0113
4341,-4.1327,42.9824
4341,-4.1655,42.9918
4341,-4.1656,42.9918
4341,-4.1968,43.022
4341,-4.2123,43.0558
4341,-4.2123,43.0559
4341,-4.2063,43.057
4341,-4.2063,43.0569
4341,-4.2037,43.0531
4341,-4.2027,43.0479
4341,-4.2012,43.0448
4341,-4.1733,43.038
4341,-4.1679,43.0336
4341,-4.1687,43.0148
4342,-6.3343,42.9447
4342,-6.3568,42.9481
4342,-6.3569,42.9481
4342,-6.3787,42.9558
4342,-6.3836,42.9619
4342,-6.3836,42.962
4342,-6.3868,42.9699
4342,-6.3898,42.9892
4342,-6.3735,42.9981
4342,-6.3509,43.0011
4342,-6.3284,42.9981
4342,-6.3283,42.9981
4342,-6.312,42.9892
4342,-6.312,42.9891
4342,-6.3152,42.985
4342,-6.3269,42.9541
4342,-6.3342,42.9447
4343,-6.3009,42.9224
4343,-6.301,42.9224
4343,-6.3191,42.9434
4343,-6.3015,42.9738
4343,-6.3014,42.9738
4343,-6.2725,42.9868
4343,-6.2724,42.9868
4343,-6.2564,42.9559
4343,-6.2564,42.9558
4343,-6.2738,42.9537
4343,-6.2855,42.9459
4344,-5.629,42.7904
4344,-5.6291,42.7904
4344,-5.648,42.7961
4344,-5.6678,42.8113
4344,-5.6692,42.8205
4344,-5.6692,42.8206
4344,-5.6656,42.8262
4344,-5.6566,42.8336
4344,-5.6563,42.8384
4344,-5.6578,42.8518
4344,-5.6566,42.8558
4344,-5.6501,42.8625
4344,-5.6557,42.8774
4344,-5.6566,42.9003
4344,-5.6548,42.9109
4344,-5.6455,42.9335
4344,-5.6454,42.9336
4344,-5.619,42.9241
4344,-5.6189,42.9241
4344,-5.5785,42.8923
4344,-5.5455,42.8891
4344,-5.5454,42.8891
4344,-5.5462,42.8812
4344,-5.5441,42.8635
4344,-5.5454,42.8558
4344,-5.5454,42.8557
4344,-5.5455,42.8557
4344,-5.5497,42.8524
4344,-5.5636,42.8475
4344,-5.5676,42.8447
4344,-5.5798,42.8083
4344,-5.5899,42.8002
4344,-5.61,42.7924
4344,-5.6101,42.7924
4345,-8.5449,42.9225
4345,-8.5449,42.9114
4345,-8.5289,42.9139
4345,-8.5169,42.9193
4345,-8.505,42.9208
4345,-8.4894,42.9114
4345,-8.4894,42.9113
4345,-8.4903,42.9034
4345,-8.4881,42.8858
4345,-8.4894,42.878
4345,-8.4968,42.872
4345,-8.5179,42.8649
4345,-8.5307,42.8405
4345,-8.5308,42.8405
4345,-8.5496,42.833
4345,-8.5497,42.8329
4345,-8.5746,42.834
4345,-8.5746,42.8341
4345,-8.6006,42.8447
4345,-8.5917,42.8577
4345,-8.5919,42.8883
4345,-8.5895,42.9003
4345,-8.5854,42.9013
4345,-8.5853,42.9013
4345,-8.5715,42.8994
4345,-8.5672,42.9003
4345,-8.5668,42.9026
4345,-8.5678,42.9091
4345,-8.5672,42.9113
4345,-8.5672,42.9114
4345,-8.5649,42.9119
4345,-8.5584,42.9109
4345,-8.5562,42.9114
4345,-8.553,42.92
4345,-8.553,42.9201
4345,-8.5498,42.924
4345,-8.5497,42.924
4346,-4.1571,42.8782
4346,-4.1791,42.8779
4346,-4.1791,42.878
4346,-4.1709,42.8975
4346,-4.1589,42.9145
4346,-4.1431,42.9217
4346,-4.143,42.9217
4346,-4.1235,42.9114
4346,-4.1235,42.9113
4346,-4.1316,42.8971
4346,-4.142,42.8854
4347,-5.1233,42.8669
4347,-5.1233,42.8224
4347,-5.1234,42.8224
4347,-5.1313,42.8233
4347,-5.149,42.8211
4347,-5.1566,42.8224
4347,-5.1567,42.8224
4347,-5.1618,42.8278
4347,-5.1654,42.8352
4347,-5.1701,42.8418
4347,-5.1789,42.8447
4347,-5.1901,42.849
4347,-5.1901,42.8491
4347,-5.1788,42.8581
4347,-5.1536,42.8659
4347,-5.1234,42.867
4347,-5.1233,42.867
4348,-4.8123,42.8447
4348,-4.8015,42.827
4348,-4.8011,42.8225
4348,-4.8011,42.8224
4348,-4.8012,42.8224
4348,-4.8033,42.8221
4348,-4.8105,42.8228
4348,-4.8123,42.8224
4348,-4.8227,42.7955
4348,-4.8345,42.7877
4348,-4.8346,42.7877
4348,-4.8567,42.7891
4348,-4.858,42.7959
4348,-4.8567,42.8335
4348,-4.8676,42.8359
4348,-4.8976,42.8346
4348,-4.9012,42.8447
4348,-4.8907,42.8657
4348,-4.8906,42.8657
4348,-4.8906,42.8658
4348,-4.8655,42.8697
4348,-4.8388,42.8638
4348,-4.8387,42.8638
4348,-4.8234,42.8558
4349,-4.2473,42.8289
4349,-4.2327,42.8277
4349,-4.2123,42.8336
4349,-4.2103,42.8214
4349,-4.2103,42.8213
4349,-4.2177,42.8163
4349,-4.2178,42.8163
4349,-4.228,42.8143
4349,-4.2346,42.8113
4349,-4.2333,42.7836
4349,-4.2346,42.7781
4349,-4.2346,42.778
4349,-4.2445,42.7759
4349,-4.2687,42.7792
4349,-4.279,42.778
4349,-4.2791,42.778
4349,-4.2877,42.7924
4349,-4.2905,42.8113
4349,-4.2877,42.8303
4349,-4.2791,42.8447
4349,-4.2791,42.8448
4349,-4.279,42.8448
4350,-5.7896,42.7759
4350,-5.7897,42.7759
4350,-5.8068,42.788
4350,-5.8068,42.7881
4350,-5.8126,42.8062
4350,-5.8126,42.8063
4350,-5.8011,42.8225
4350,-5.801,42.8225
4350,-5.791,42.8274
4350,-5.7796,42.8306
4350,-5.7795,42.8306
4350,-5.7677,42.8298
4350,-5.7566,42.8225
4350,-5.7566,42.8224
4350,-5.7596,42.8131
4350,-5.7638,42.7856
4350,-5.7676,42.778
4351,-1.3351,42.778
4351,-1.3737,42.7894
4351,-1.3737,42.7895
4351,-1.3865,42.8016
4351,-1.3865,42.8017
4351,-1.3907,42.8224
4351,-1.3907,42.8225
4351,-1.3906,42.8225
4351,-1.3731,42.8287
4351,-1.356,42.8197
4351,-1.3423,42.801
4351,-1.3351,42.7781
4352,-6.5018,42.81
4352,-6.5001,42.7993
4352,-6.5008,42.7891
4352,-6.5009,42.7891
4352,-6.5026,42.7888
4352,-6.5119,42.7891
4352,-6.5129,42.7848
4352,-6.5109,42.7711
4352,-6.5119,42.7669
4352,-6.512,42.7669
4352,-6.5411,42.7604
4352,-6.5412,42.7604
4352,-6.5789,42.7668
4352,-6.6342,42.7891
4352,-6.6342,42.7892
4352,-6.613,42.8094
4352,-6.5361,42.7993
4352,-6.512,42.8225
4352,-6.5119,42.8225
4352,-6.5058,42.8186
4352,-6.5058,42.8185
4353,-2.8848,42.7128
4353,-2.8955,42.7025
4353,-2.9071,42.6789
4353,-2.9071,42.6788
4353,-2.9218,42.6677
4353,-2.9219,42.6677
4353,-2.9429,42.6618
4353,-2.943,42.6618
4353,-2.9681,42.6669
4353,-2.9735,42.6731
4353,-2.9904,42.7113
4353,-3.0073,42.7231
4353,-3.0074,42.7231
4353,-3.0074,42.7232
4353,-3.0107,42.7309
4353,-3.0107,42.731
4353,-3.0015,42.7448
4353,-3.0014,42.7448
4353,-2.9835,42.7376
4353,-2.9552,42.716
4353,-2.9348,42.7114
4353,-2.9228,42.723
4353,-2.9441,42.7486
4353,-2.9459,42.7669
4353,-2.8792,42.7448
4353,-2.8792,42.7447
4353,-2.8768,42.7252
4353,-2.8848,42.7129
4354,-8.4894,42.6891
4354,-8.4895,42.6891
4354,-8.4895,42.7336
4354,-8.4561,42.7336
4354,-8.456,42.7336
4354,-8.456,42.7335
4354,-8.4636,42.7021
4354,-8.4725,42.6916
4355,-2.0239,42.6558
4355,-2.0302,42.6574
4355,-2.0325,42.661
4355,-2.0325,42.6611
4355,-2.0332,42.6648
4355,-2.035,42.6669
4355,-2.0646,42.6731
4355,-2.0703,42.6849
4355,-2.0683,42.7113
4355,-2.0683,42.7114
4355,-2.0451,42.7096
4355,-1.9905,42.6892
4355,-1.9905,42.6891
4355,-2.0022,42.6692
4355,-2.0022,42.6691
4355,-2.0113,42.6597
4355,-2.0114,42.6597
4356,-8.9808,42.5512
4356,-8.9847,42.5501
